Day of outbreak,MCMC,Traced,Nishiura
84,0.988749879513548,0.9860962993043311,0.9632156836840204
85,0.9903139078771908,0.9879839030618351,0.9679260792437362
86,0.9916252372446934,0.9896214775564443,0.9720722082628271
87,0.9927770747317464,0.9910410141245275,0.9757137168467459
88,0.9937752045985307,0.9922706219830564,0.9789056159131958
89,0.9946263755778405,0.9933349578365703,0.9816982683854704
90,0.9953836326921087,0.9942556166310996,0.9841374814690009
91,0.9960119034365977,0.9950514849614782,0.9862646776170104
92,0.9965654722058789,0.9957390591469171,0.9881171213535527
93,0.9970565429300814,0.9963327302975522,0.989728182798244
94,0.9974566461179437,0.9968450388524633,0.9911276222831331
95,0.9978211151138063,0.9972869011172004,0.992341883709588
96,0.9981210989509284,0.9976678102973918,0.9933943871725369
97,0.99877247740683,0.9981726234794708,0.994396989583982
98,0.9989438733513469,0.9984298032850779,0.9951724435974157
99,0.9990907616004988,0.9986512872757377,0.9958429000829316
100,0.999219872036708,0.9988419451484728,0.9964221312778396
101,0.9993315701695158,0.9990059968608374,0.996922191668085
102,0.9994222936629443,0.9991470967628346,0.9973536136732591
103,0.9995666831144328,0.9994452415039995,0.9978170744719259
104,0.9996294652775761,0.9995239588106012,0.9981244063897673
105,0.9997209061647607,0.9996062445980594,0.9984806857138966
106,0.9997598453303381,0.9996623050222916,0.9986953881309738
107,0.9997951795508824,0.9997104741967346,0.9988801805413223
108,0.9998234131408203,0.9997518478182091,0.9990391523915281
109,0.9998696879025333,0.9998831354078855,0.9992674706507965
110,0.999908555029775,0.9999143996703185,0.999463373171248
111,0.9999412061039248,0.9999412061039246,0.9996314001630734
112,0.999949573554026,0.9999495735540256,0.9996837983215868
113,0.99995676367392,0.99995676367392,0.9997288398551037
114,0.9999629398671402,0.9999629398671398,0.9997675415849083
115,0.9999682432340486,0.9999682432340483,0.9998007826529584
116,0.9999727955531234,0.9999727955531234,0.9998293226355407
117,0.9999767018742834,0.9999767018742836,0.9998538173754503
118,0.9999800527729674,0.9999800527729676,0.999874832799455
119,0.99998292630786,0.9999829263078603,0.9998928569610781
