Day of outbreak,MCMC,Traced,Nishiura
83,0.6986050746890801,0.6462247076913492,0.4245946447336919
84,0.7334482730738789,0.6820722571323363,0.45782305476050694
85,0.761428980280753,0.715200846914917,0.4911597467391691
86,0.7869429765333428,0.7456853638603022,0.5244469363749076
87,0.8129638769112929,0.7736342883870369,0.5574392794865539
88,0.8336561618920425,0.7989667734972575,0.5897386228805074
89,0.8521539464836037,0.821897007459409,0.6212366758887218
90,0.8713316214659781,0.8425759333846399,0.6517932628290062
91,0.8866918329486944,0.8611287183382218,0.6811072904298701
92,0.8998297648217071,0.8777526659014521,0.7092277437558235
93,0.9127680562714501,0.8925520351067942,0.7357615895637332
94,0.9234084852085711,0.9057125346266687,0.760766419108707
95,0.9327563460932154,0.9173850987452224,0.7841833251150615
96,0.9420099381118546,0.9277268780106223,0.8060554033766465
97,0.9491141909589661,0.9368438870751187,0.8262208776049225
98,0.9555090482285011,0.9448773495283748,0.8447820465580773
99,0.9616424321464682,0.9519431148645161,0.8617772418182646
100,0.9666867826356847,0.9581753036046764,0.8774224058650077
101,0.9711234562618886,0.963610620604676,0.8914430889475616
102,0.9752916592225379,0.9691836328755735,0.9042679716797746
103,0.97862996454304,0.9732290443716847,0.9156283958004025
104,0.9813777184647448,0.9767626654033142,0.9258044491338417
105,0.9838926724172663,0.9798456880226344,0.9348869621530572
106,0.986059798077689,0.9827065448615862,0.9430529839594507
107,0.9879851869807167,0.9850212252380817,0.9502063113270489
108,0.9898295735171301,0.9871438100289469,0.9567077828360822
109,0.991266191584551,0.9888928237925845,0.9623513539394971
110,0.9924514247429231,0.9903972217003246,0.9672275732766168
111,0.9934992273362659,0.9917027561105602,0.9715092308783997
112,0.9944533978346998,0.9930911507848579,0.9753506208015232
113,0.9952936093543179,0.9940498349672847,0.9787093720461041
114,0.9960283029752425,0.9949092065245291,0.9818212039653174
115,0.9965881310464995,0.9956091097163049,0.9842604920522025
116,0.997082962361721,0.9962292051443461,0.9864750491777743
117,0.9975334202743417,0.9968607241171437,0.9884905797681562
118,0.9979256361567417,0.997324654633126,0.9902395293860766
119,0.9982508247837029,0.9977106456150816,0.9916645821895428
120,0.9985161406430955,0.9980292590391426,0.9928082751381068
121,0.9987243342630551,0.9983042474558572,0.9937990311474237
122,0.9988819262153925,0.9985414623127308,0.9946565229468177
123,0.9990871311715296,0.9987605832915625,0.9954893272658212
124,0.9992291051081706,0.9989347393086018,0.9961169369059174
125,0.9993340249563936,0.9990847665078213,0.996658925842224
126,0.9994294370868263,0.9992139500503066,0.9971266535268489
127,0.999509074486669,0.9993251376635066,0.9975300355017582
128,0.999578187494519,0.9994207961901403,0.9978777139002399
129,0.9996390567228696,0.9995030611247653,0.9981772106595208
130,0.9996870727799564,0.9995737799538595,0.9984350645282799
131,0.9997653933982524,0.9996491551844895,0.9987485277959818
132,0.9997988035628996,0.9996992469705871,0.9989261607700313
133,0.9998271185699464,0.9997422643599894,0.9990789084985569
134,0.9998513129626987,0.999779193497745,0.9992101991031695
135,0.9999148888100292,0.9999212600496674,0.9995062790991381
136,0.9999271776171523,0.9999325007228516,0.9995766891614737
137,0.99995676367392,0.99995676367392,0.9997288398551037
138,0.9999629398671402,0.9999629398671398,0.9997675415849083
139,0.9999682432340486,0.9999682432340483,0.9998007826529584
140,0.9999727955531234,0.9999727955531234,0.9998293226355407
141,0.9999767018742834,0.9999767018742836,0.9998538173754503
142,0.9999800527729674,0.9999800527729676,0.999874832799455
143,0.99998292630786,0.9999829263078603,0.9998928569610781
